iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
822,c2d,c2dp2$1,2011-09-02T15:11:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p2)13C","NRA","T0226003",2352.0,2811.0,"",mb,147,44
823,c2d,c2dp2$2,2011-09-02T15:11:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p2)13C","NRA","T0226003",2392.0,2796.0,"",mb,134,41
824,c2d,c2dp2$3,2011-09-02T15:11:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p2)13C","NRA","T0226003",2162.0,2801.0,"",mb,117,64
825,c2d,c2dp2a,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1648.0,1999.0,"",mb,145,15
826,c2d,c2dp2b,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1624.0,1999.0,"",mb,150,16
827,c2d,c2dp2c,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1624.0,1999.0,"",mb,155,16
828,c2d,c2dp2d,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1624.0,1999.0,"",mb,160,16
829,c2d,c2dp2e,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1673.0,1999.0,"",mb,165,14
830,c2d,c2dp2f,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p2)13C","NRA","D0398003",1673.0,1999.0,"",mb,170,14
831,c2d,c2dp2g,2009-02-25T00:00:00,12C,6012,d,1963,J.M.F.Jeronymo,"J.M.F.Jeronymo et al. Nuclear Physics  v.43 (1963) 417","12C(d,p2)13C","NRA","F1044003",1747.9,4992.1997,"",ru,143.5,307
832,c2d,c2dp2h,2009-02-25T00:00:00,12C,6012,d,1963,J.M.F.Jeronymo,"J.M.F.Jeronymo et al. Nuclear Physics  v.43 (1963) 417","12C(d,p2)13C","NRA","F1044003",1787.6001,4992.0,"",ru,155,266
833,c2d,c2dp2i,2010-01-12T00:00:00,12C,6012,d,1966,D.G.Gerke,"D.G. Gerke et al. Nuclear Physics v.75 (1966) 609","12C(d,p2)13C","NRA","F1090005",2598.2002,4001.5002,"",mb,90,75
834,c2d,c2dp3$1,2011-09-02T15:10:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p3)13C","NRA","T0226003",2349.0,2800.0,"",mb,147,41
835,c2d,c2dp3$2,2011-09-02T15:10:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p3)13C","NRA","T0226003",2392.0,2792.0,"",mb,134,41
836,c2d,c2dp3$3,2011-09-02T15:10:00,12C,6012,d,1966,T.S.Katman,"T.S.Katman+(1966), Jour. Nuclear Physics, Vol.80, p.449","12C(d,p3)13C","NRA","T0226003",2161.0,2799.0,"",mb,117,64
837,c2d,c2dp3a,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1849.0,1999.0,"",mb,145,7
838,c2d,c2dp3b,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1849.0,1999.0,"",mb,150,7
839,c2d,c2dp3c,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1849.0,1999.0,"",mb,155,7
840,c2d,c2dp3d,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1849.0,1999.0,"",mb,160,7
841,c2d,c2dp3e,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1874.0,1999.0,"",mb,165,6
842,c2d,c2dp3f,2007-11-08T00:00:00,12C,6012,d,2007,M.Kokkoris,"M.Kokkoris et al., Nucl. Instr. and Meth. B254 (2007) 10","12C(d,p3)13C","NRA","D0398004",1849.0,1999.0,"",mb,170,7
843,c2d,c2dp3g,2009-02-25T00:00:00,12C,6012,d,1963,J.M.F.Jeronymo,"J.M.F.Jeronymo et al. Nuclear Physics  v.43 (1963) 417","12C(d,p3)13C","NRA","F1044003",2153.8,4991.3003,"",ru,143.5,224
844,c2d,c2dp3h,2009-02-25T00:00:00,12C,6012,d,1963,J.M.F.Jeronymo,"J.M.F.Jeronymo et al. Nuclear Physics  v.43 (1963) 417","12C(d,p3)13C","NRA","F1044003",2010.2001,4995.8,"",ru,155,244
845,c2d,c2dp3i,2010-01-12T00:00:00,12C,6012,d,1966,D.G.Gerke,"D.G. Gerke et al. Nuclear Physics v.75 (1966) 609","12C(d,p3)13C","NRA","F1090006",2601.8,4000.4001,"",mb,90,76
846,c2d,c2dpga,2011-06-20T00:00:00,12C,6012,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","12C(d,pg1-0)13C","PIGE,NRA","O0875004",700.0,3400.0,"3089",yield,135,26
847,c2d,c2dpgb,2011-06-20T00:00:00,12C,6012,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","12C(d,pg2-0)13C","PIGE,NRA","O0875004",1700.0,3400.0,"3684",yield,135,16
848,c2d,c2dpgc,2011-06-20T00:00:00,12C,6012,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","12C(d,pg3-0)13C","PIGE,NRA","O0875004",1800.0,3400.0,"3853",yield,135,15
849,c2d,c2dpgd,2014-03-12T16:33:59,12C,6012,d,0,L.Csedreki,"L. Csedreki et al., Nucl. Instr. & Meth., accepted for publication.","12C(d,pg1-0)13C","PIGE,NRA","",740.0,2000.0,"3089",mb,55,134
850,c2d,c2dpge,2014-03-12T16:30:41,12C,6012,d,0,L.Csedreki,"L. Csedreki et al., Nucl. Instr. & Meth., accepted for publication.","12C(d,pg2-0)13C","PIGE,NRA","",1370.0,2000.0,"3684",mb,55,80
851,c2d,c2dpgf,2014-03-12T16:31:05,12C,6012,d,0,L.Csedreki,"L. Csedreki et al., Nucl. Instr. & Meth., accepted for publication.","12C(d,pg3-0)13C","PIGE,NRA","",1530.0,2000.0,"3854",mb,55,59
852,c2h,c2ha0a,2006-06-23T00:00:00,12C,6012,3He,1964,H.M.Kuan,"H.M.Kuan and T.W.Bonner Nucl.Phys.51 (1964) 481","12C(3He,a0)11C","NRA","C1040006",1850.0,5345.0,"",mb,159.4,71
853,c2h,c2ha0b,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,a0)11C","NRA","A0623003",1957.72,2935.09,"",mb,177.2,28
854,c2h,c2ha0c,2010-04-21T00:00:00,12C,6012,3He,1966,J.J.Schwartz,"J.J.Schwartz et al. Nuclear Physics v.88 (1966) 539","12C(3He,a0)11C","NRA","F1091007",7992.0996,10001.0,"",mb,75,34
855,c2h,c2hh0a,2008-01-29T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,3He0)12C","EBS","A0623004",1957.72,2935.09,"",mb,177.2,28
856,c2h,c2hh0b,2006-06-23T00:00:00,12C,6012,3He,1964,Kuan et. al.,"Kuan et. al. Nucl. Phys. 51 (1964) 481","12C(3He,3He0)12C","EBS","C1040002",1837.79,5390.73,"",mb,159.4,62
857,c2h,c2hh0c,2007-11-21T00:00:00,12C,6012,3He,1968,H.R.Weller,"H.R. Weller et al. Nuclear Physics A122 (1968) 529","12C(3He,3He0)12C","EBS","F0928009",4401.4,8184.9004,"",ru,140,116
858,c2h,c2hh0d,2010-01-12T00:00:00,12C,6012,3He,1966,J.P.Schapira,"J.P. Schapira et al. Nuclear Physics v.80 (1966) 565","12C(3He,3He0)12C","EBS","F1092002",2013.4,6108.9,"",mb,165,49
859,c2h,c2hh0e,2010-01-12T00:00:00,12C,6012,3He,1966,J.P.Schapira,"J.P. Schapira et al. Nuclear Physics v.80 (1966) 565","12C(3He,3He0)12C","EBS","F1092002",2022.1,6148.6,"",mb,55,42
860,c2h,c2hh0f,2010-01-12T00:00:00,12C,6012,3He,1966,J.P.Schapira,"J.P. Schapira et al. Nuclear Physics v.80 (1966) 565","12C(3He,3He0)12C","EBS","F1092002",2017.2999,6156.9,"",mb,125,56
861,c2h,c2hh0g,2010-01-15T00:00:00,12C,6012,3He,1966,J.J.Schwartz,"J.J.Schwartz et al. Nuclear Physics v.88 (1966) 539","12C(3He,3He0)12C","EBS","F1091004",7997.4,9999.1,"",mb,75,32
862,c2h,c2hh0h,2010-06-25T00:00:00,12C,6012,3He,1969,K.Etoh,"K. Etoh et al. Journal of the Physical Society of Japan 26 (1969) 1335","12C(3He,3He0)12C","EBS","",609.60004,2933.7002,"",mb,112.5,150
863,c2h,c2hh0i,2010-06-25T00:00:00,12C,6012,3He,1969,K.Etoh,"K. Etoh et al. Journal of the Physical Society of Japan 26 (1969) 1335","12C(3He,3He0)12C","EBS","",607.9,3090.9,"",mb,150,95
864,c2h,c2hh0j,2010-06-25T00:00:00,12C,6012,3He,1969,K.Etoh,"K. Etoh et al. Journal of the Physical Society of Japan 26 (1969) 1335","12C(3He,3He0)12C","EBS","",1414.8999,3394.0,"",mb,160,39
865,c2h,c2hh0k,2010-06-25T00:00:00,12C,6012,3He,1969,K.Etoh,"K. Etoh et al. Journal of the Physical Society of Japan 26 (1969) 1335","12C(3He,3He0)12C","EBS","",1135.3,2925.5,"",mb,165,113
866,c2h,c2hh0l,2010-07-19T00:00:00,12C,6012,3He,1969,K.Etoh,"K. Etoh et al. Journal of the Physical Society of Japan 26 (1969) 1335","12C(3He,3He0)12C","EBS","",622.05,3364.5,"",mb,76,202
867,c2h,c2hp0a,2009-09-30T00:00:00,12C,6012,3He,1957,D.A.Bromley,"D.A. Bromley et al. Phys.Rev. 105 (1957) 957","12C(3He,p0)14N","NRA","C0994002",1936.0,2806.0,"",mb,90,36
868,c2h,c2hp0b,2006-06-23T00:00:00,12C,6012,3He,1964,H.M.Kuan,"H.M.Kuan and T.W.Bonner Nucl.Phys.51 (1964) 481","12C(3He,p0)14N","NRA","C1040004",1774.0,5359.0,"",mb,159.4,71
869,c2h,c2hp0c,2009-09-30T00:00:00,12C,6012,3He,1990,S.Y.Tong,"S.Y.Tong,W.N.Lennard,P.F.A.Alkemade and T.V.Mitchell Nucl.Instrum.Methods B45 (1990) 91","12C(3He,p0)14N","NRA","C0189004",2100.0,2419.0,"",mb,90,24
870,c2h,c2hp0d,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p0)14N","NRA","A0623002",1600.0,3000.0,"",mb,90,70
871,c2h,c2hp0e,2006-06-23T00:00:00,12C,6012,3He,1990,S.Y.Tong,"S.Y.Tong, W.N.Lennard, P.F.A.Alkemada, I.V.Mitchell, NIM, B45(1990), 91","12C(3He,p0)14N","NRA","C0189004",2100.0,2419.0,"",mb,90,24
872,c2h,c2hp0f,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p0)14N","NRA","F1017003",2004.4999,5005.7,"",mb,60,60
873,c2h,c2hp0g,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p0)14N","NRA","F1017003",2012.7999,5005.7,"",mb,90,54
874,c2h,c2hp0h,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p0)14N","NRA","F1017003",2016.9,4952.3003,"",mb,120,57
875,c2h,c2hp0i,2013-10-04T19:51:24,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p0)14N","NRA","F1017003",2005.7001,4998.4004,"",mb,150,61
876,c2h,c2hp1a,2006-06-23T00:00:00,12C,6012,3He,1964,H.M.Kuan,"H.M.Kuan and T.W.Bonner Nucl.Phys.51 (1964) 481","12C(3He,p1)14N","NRA","C1040004",1772.0,5386.0,"",mb,159.4,67
877,c2h,c2hp1b,2009-10-01T00:00:00,12C,6012,3He,1957,D.A.Bromley,"D.A. Bromley et al. Phys.Rev. 105 (1957) 957","12C(3He,p1)14N","NRA","C0994002",1511.0,2878.0,"",mb,90,55
878,c2h,c2hp1c,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p1)14N","NRA","A0623002",1957.72,2935.09,"",mb,177.2,28
879,c2h,c2hp1d,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p1)14N","NRA","A0623002",1600.0,3000.0,"",mb,90,70
880,c2h,c2hp1e,2006-06-23T00:00:00,12C,6012,3He,1990,S.Y.Tong,"S.Y.Tong, W.N.Lennard, P.F.A.Alkemada, I.V.Mitchell, NIM, B45(1990), 91","12C(3He,p1)14N","NRA","C0189004",2100.0,2419.0,"",mb,90,24
881,c2h,c2hp1f,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p1)14N","NRA","F1017003",2001.4,4998.1997,"",mb,60,55
882,c2h,c2hp1g,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p1)14N","NRA","F1017003",2001.1001,4999.3,"",mb,90,55
883,c2h,c2hp1h,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p1)14N","NRA","F1017003",2015.5001,5017.9,"",mb,120,57
884,c2h,c2hp1i,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p1)14N","NRA","F1017003",2017.4,4971.7,"",mb,150,53
885,c2h,c2hp2a,2006-06-23T00:00:00,12C,6012,3He,1964,H.M.Kuan,"H.M.Kuan and T.W.Bonner Nucl.Phys.51 (1964) 481","12C(3He,p2)14N","NRA","C1040004",1777.0,5390.0,"",mb,159.4,74
886,c2h,c2hp2b,2009-10-01T00:00:00,12C,6012,3He,1957,D.A.Bromley,"D.A. Bromley et al. Phys.Rev. 105 (1957) 957","12C(3He,p2)14N","NRA","C0994002",1199.0,2877.0,"",mb,90,69
887,c2h,c2hp2c,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p2)14N","NRA","A0623002",1957.72,2935.09,"",mb,177.2,28
888,c2h,c2hp2d,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p2)14N","NRA","A0623002",1600.0,3000.0,"",mb,90,70
889,c2h,c2hp2e,2006-06-23T00:00:00,12C,6012,3He,1990,S.Y.Tong,"S.Y.Tong, W.N.Lennard, P.F.A.Alkemada, I.V.Mitchell, NIM, B45(1990), 91","12C(3He,p2)14N","NRA","C0189004",2100.0,2419.0,"",mb,90,24
890,c2h,c2hp2f,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p2)14N","NRA","F1017003",2990.0,4979.8003,"",mb,60,41
891,c2h,c2hp2g,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p2)14N","NRA","F1017003",2187.5999,4993.8003,"",mb,120,52
892,c2h,c2hp2h,2008-10-01T00:00:00,12C,6012,3He,1958,R.L.Johnston,"R.L.Johnston et al. Physical Review  v.109 (1958) 884","12C(3He,p2)14N","NRA","F1017003",1997.8,4996.9,"",mb,150,60
893,c2h,c2hp3a,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p3)14N","NRA","A0623002",1958.0,3000.0,"",mb,90,64
894,c2h,c2hp4a,2006-06-23T00:00:00,12C,6012,3He,1997,G.Terwagne,"G.Terwagne, Nucl.Instrm.Meth. B122(1997)1-7","12C(3He,p4)14N","NRA","A0623002",1958.0,3000.0,"",mb,90,64
895,c2i,c2ii0a,2006-06-23T00:00:00,12C,6012,6Li,2001,M.Mayer,"M. Mayer and M. Schneider, Nucl. Instr. Meth. B183 (2001) 221","12C(6Li,6Li0)12C","EBS","",1797.0,4707.0,"",mb,165,23
896,c2l,c2ll0a,2006-06-23T00:00:00,12C,6012,7Li,2001,M.Mayer,"M. Mayer and M. Schneider, Nucl. Instr. Meth. B183 (2001) 221","12C(7Li,7Li0)12C","EBS","",2875.0,5408.0,"",mb,165,14
897,c2p,c2pg0a,2014-02-03T12:48:36,12C,6012,p,1974,C.Rolfs,"C.Rolfs+(1974), Jour. Nuclear Physics, Section A, Vol.227, p.291","12C(p,g0)13N","PIGE,NRA","A0191002",151.0,2503.0,"",mb,90,81
898,c2p,c2pg0b,2014-02-03T12:50:09,12C,6012,p,2008,N.Burtebaev,"N.Burtebaev+(2008), Jour. Physical Review, Part C, Nuclear Physics, Vol.78, p.035802","12C(p,g0)13N","PIGE,NRA","A0819002",326.8,979.4,"",mb,90.6,7
899,c2p,c2pg0c,2014-02-03T12:50:42,12C,6012,p,2008,N.Burtebaev,"N.Burtebaev+(2008), Jour. Physical Review, Part C, Nuclear Physics, Vol.78, p.035802","12C(p,g0)13N","PIGE,NRA","A0819002",326.8,979.4,"",mb,135.4,7
900,c2p,c2pg0d,2014-02-03T14:22:46,12C,6012,p,2008,N.Burtebaev,"N.Burtebaev+(2008), Jour. Physical Review, Part C, Nuclear Physics, Vol.78, p.035802","12C(p,g0)13N","PIGE,NRA","A0819002",326.8,979.4,"",mb,45.3,4
901,c2p,c2pg0e,2014-02-03T14:23:31,12C,6012,p,2008,N.Burtebaev,"N.Burtebaev+(2008), Jour. Physical Review, Part C, Nuclear Physics, Vol.78, p.035802","12C(p,g0)13N","PIGE,NRA","A0819002",326.8,979.4,"",mb,0,7
902,c2p,c2pg0f,2014-02-03T14:26:06,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1853.0,"",mb,0.1,5
903,c2p,c2pg0g,2014-02-03T14:26:42,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1853.0,1853.0,"",mb,15,1
904,c2p,c2pg0h,2014-02-03T14:27:42,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1717.0,1853.0,"",mb,30.3,2
905,c2p,c2pg0i,2014-02-03T14:28:11,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1853.0,"",mb,45.2,5
906,c2p,c2pg0j,2014-02-03T14:28:45,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1796.0,"",mb,63.3,3
907,c2p,c2pg0k,2014-02-03T14:29:23,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1853.0,"",mb,90.4,5
908,c2p,c2pg0l,2014-02-03T14:30:09,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1796.0,"",mb,110.6,3
909,c2p,c2pg0m,2014-02-03T14:30:44,12C,6012,p,1963,F.C.Young,"F.C.Young+(1963), Jour. Nuclear Physics, Vol.44, p.486","12C(p,g0)13N","PIGE,NRA","F0232002",1535.0,1853.0,"",mb,135.3,5
910,c2p,c2pga,2014-02-26T10:37:31,12C,6012,p,1950,C.L.Bailey,"C.L. Bailey and W.R. Stratton, Phys. Rev. 77 (1950) 194, NACRE Compilation.","12C(p,g)13N","PIGE,NRA","F0443002",128.0,202.0,"",tot,360,12
911,c2p,c2pgb,2014-02-26T10:36:00,12C,6012,p,1950,NACRE Compilation,"NACRE Compilation, Phys. Rev. 77 (1950) 197.","12C(p,g)13N","PIGE,NRA","F0510002",130.0,190.0,"",tot,360,10
912,c2p,c2pgc,2014-02-04T16:00:03,12C,6012,p,1957,W.A.S.Lamb,"W.A.S. Lamb and R.E. Hester, Phys. Rev. 107 (1957) 550. NACRE Compilation Nucl. Phys. A 656 (1999) 3-183.","12C(p,g)13N","PIGE,NRA","P0050002",90.0,120.0,"",tot,360,5
913,c2p,c2pgd,2014-02-04T16:00:22,12C,6012,p,1999,J.L.Vogl,"J.L. Vogl, unpublished. NACRE Compilation Nucl. Phys. A 656 (1999) 3-183.","12C(p,g)13N","PIGE,NRA","",80.0,590.0,"",tot,360,70
914,c2p,c2pge,2014-02-03T12:49:20,12C,6012,p,1977,A.I.Vojtov,"A.I.Vojtov+(1977), Rept. Joint Inst. for Nucl. Res., Dubna Reports, No.11087","12C(p,g)13N","PIGE,NRA","A0019002",1223.0,1349.0,"",mb,90,3
915,c2p,c2pp0$1,2011-09-02T14:35:00,12C,6012,p,1994,B.Fabre,"B.Fabre+(1994), Jour. Nuclear Physics, Section A, Vol.572, p.349","12C(p,p0)12C","EBS","F0202002",1603.7,1793.8,"",mb,162,37
916,c2p,c2pp0$2,2011-09-02T14:37:00,12C,6012,p,1990,N.V.Eremin,"N.V.Eremin+(1990), Jour. Nuclear Physics, Section A, Vol.510, p.125","12C(p,p0)12C","EBS","F0533002",1570.0,1900.0,"",mb,147.4,67
917,c2p,c2pp0$3,2011-09-02T14:42:00,12C,6012,p,2002,A.R.Ramos,"A.R.Ramos+(2002), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.190, p.95","12C(p,p0)12C","EBS","D0078003",493.0,2495.0,"",rr,178,61
918,c2p,c2pp0$4,2011-09-02T14:42:00,12C,6012,p,2002,A.R.Ramos,"A.R.Ramos+(2002), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.190, p.95","12C(p,p0)12C","EBS","D0078003",493.0,2495.0,"",rr,140,61
919,c2p,c2pp0a,2006-06-23T00:00:00,12C,6012,p,1985,E.Rauhala,"E.Rauhala Nucl.Instrum.Methods B12 (1985) 447","12C(p,p0)12C","EBS","O0881002",700.0,2500.0,"",mb,170,29
920,c2p,c2pp0b,2006-06-23T00:00:00,12C,6012,p,1976,H.O.Meyer,"H.O.Meyer et al. Z. fur Physik v.A279 (1976) 42","12C(p,p0)12C","EBS","D0125002",690.0,1990.0,"",mb,114.6,32
921,c2p,c2pp0c,2006-06-23T00:00:00,12C,6012,p,1976,H.O.Meyer,"H.O.Meyer et al. Z. fur Physik v.A279 (1976) 42","12C(p,p0)12C","EBS","D0125002",690.0,1890.0,"",mb,144.1,28
922,c2p,c2pp0d,2006-06-23T00:00:00,12C,6012,p,1976,H.O.Meyer,"H.O.Meyer et al. Z. fur Physik v.A279 (1976) 42","12C(p,p0)12C","EBS","D0125002",290.5,634.0,"",mb,144.1,27
923,c2p,c2pp0e,2006-06-23T00:00:00,12C,6012,p,1998,S.Mazzoni,"S. Mazzoni et al., Nucl. Instr. Meth. B136-138 (1998) 86","12C(p,p0)12C","EBS","O0852002",343.0,3000.0,"",mb,155,123
924,c2p,c2pp0f,2006-06-23T00:00:00,12C,6012,p,1998,S.Mazzoni,"S. Mazzoni et al., Nucl. Instr. Meth. B136-138 (1998) 86","12C(p,p0)12C","EBS","O0852002",343.0,3000.0,"",mb,145,123
925,c2p,c2pp0g,2006-06-23T00:00:00,12C,6012,p,1998,S.Mazzoni,"S. Mazzoni et al., Nucl. Instr. Meth. B136-138 (1998) 86","12C(p,p0)12C","EBS","O0852002",343.0,3000.0,"",mb,135,123
926,c2p,c2pp0h,2006-06-23T00:00:00,12C,6012,p,1993,J.Liu,"J.Liu, T.Xie, H.J.Fischbeck. Nucl.Instr.& Meth. v.79 (1993) 468","12C(p,p0)12C","EBS","",450.0,2150.0,"",mb,155,30
927,c2p,c2pp0i,2006-06-23T00:00:00,12C,6012,p,1991,Yang Guohua,"Yang Guohua et al. Nucl.Instr.& Meth. v.B61 (1991) 175","12C(p,p0)12C","EBS","",2700.0,3100.0,"",rr,170,5
928,c2p,c2pp0j,2006-06-23T00:00:00,12C,6012,p,1993,R.Salomonovic,"R.Salomonovic, Nucl. Instr. Meth. v.B82 (1993) 1","12C(p,p0)12C","EBS","F0571003",1600.0,1790.0,"",mb,170,22
929,c2p,c2pp0k,2006-06-23T00:00:00,12C,6012,p,1993,R.Salomonovic,"R.Salomonovic, Nucl. Instr. Meth. v.B82 (1993) 1","12C(p,p0)12C","EBS","F0571003",1600.0,1790.0,"",mb,160,22
930,c2p,c2pp0l,2006-06-23T00:00:00,12C,6012,p,1993,R.Salomonovic,"R.Salomonovic, Nucl. Instr. Meth. v.B82 (1993) 1","12C(p,p0)12C","EBS","F0571003",1600.0,1790.0,"",mb,150,22
931,c2p,c2pp0m,2006-06-23T00:00:00,12C,6012,p,1998,S.Mazzoni,"S. Mazzoni et al., Nucl. Instr. Meth. B136-138 (1998) 86","12C(p,p0)12C","EBS","O0852002",343.0,3000.0,"",mb,130,123
932,c2p,c2pp0n,2006-06-23T00:00:00,12C,6012,p,1993,Amirikas,"Amirikas,, R., Jamieson, D.N. and Dooley, S.P. (1993) Nucl. Instr. and Meth. B77, 110.","12C(p,p0)12C","EBS","",996.0,3498.0,"",rr,170,78
933,c2p,c2pp0p,2006-06-23T00:00:00,12C,6012,p,1993,Z.Liu,"Z.Liu et al. Nucl. Instr. Meth. v.B74 (1993) 439","12C(p,p0)12C","EBS","",299.0,719.0,"",rr,170,24
934,c2p,c2pp0q,2006-06-23T00:00:00,12C,6012,p,1993,Z.Liu,"Z.Liu et al. Nucl. Instr. Meth. v.B74 (1993) 439","12C(p,p0)12C","EBS","",716.0,2970.0,"",rr,170,37
