iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
1444,h1p,h1pp0$12,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,7.1,7
1445,h1p,h1pp0$13,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,45,4
1446,h1p,h1pp0$14,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,40,4
1447,h1p,h1pp0$15,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,35,4
1448,h1p,h1pp0$16,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,30,4
1449,h1p,h1pp0$17,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,25,4
1450,h1p,h1pp0$18,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,18.8,4
1451,h1p,h1pp0$19,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,13.7,4
1452,h1p,h1pp0$2,2011-09-08T09:38:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",2425.0,3899.0,"",mb,55,4
1453,h1p,h1pp0$20,2011-09-08T09:41:00,1H,1001,p,1948,J.M.Blair,"J.M.Blair+(1948), Jour. Physical Review, Vol.74, Issue.5, p.553","1H(p,p0)1H","EBS","A1117002",2420.0,3530.0,"",mb,9,4
1454,h1p,h1pp0$3,2011-09-08T09:38:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",2425.0,4023.0,"",mb,50,5
1455,h1p,h1pp0$4,2011-09-08T09:38:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,45,7
1456,h1p,h1pp0$5,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,40,7
1457,h1p,h1pp0$6,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,35,7
1458,h1p,h1pp0$7,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,30,7
1459,h1p,h1pp0$8,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,25,7
1460,h1p,h1pp0$9,2011-09-08T09:39:00,1H,1001,p,1953,H.R.Worthington,"H.R.Worthington+(1953), Jour. Physical Review, Vol.90, p.899","1H(p,p0)1H","EBS","C0935003",1855.0,4023.0,"",mb,20,7
1461,h2a,h2aa0a,2009-09-14T00:00:00,2H,1002,a,1985,S.Nagata,"S.Nagata et al. Nucl.Instrum. & Meth. v.B6(1985) 533","2H(a,d)4He","NRA","",2000.0,3000.0,"",mb,21.5,11
1462,h2a,h2aa0b,2009-09-14T00:00:00,2H,1002,a,1985,S.Nagata,"S.Nagata et al. Nucl.Instrum. & Meth. v.B6(1985) 533","2H(a,d)4He","NRA","",1960.0,3050.0,"",mb,31.3,12
1463,h2a,h2aa0c,2009-09-14T00:00:00,2H,1002,a,1985,S.Nagata,"S.Nagata et al. Nucl.Instrum. & Meth. v.B6(1985) 533","2H(a,d)4He","NRA","",2150.0,3050.0,"",mb,41.5,7
1464,h2a,h2aa0d,2009-09-14T00:00:00,2H,1002,a,1993,A.J.Kellock,"A.J.Kellock and J.E.E.Baglin Nucl.Instrum.Methods B79 (1993) 493","2H(a,d)4He","NRA","C1345002",980.0,2867.0,"",mb,20,34
1465,h2a,h2aa0e,2009-09-14T00:00:00,2H,1002,a,1993,A.J.Kellock,"A.J.Kellock and J.E.E.Baglin Nucl.Instrum.Methods B79 (1993) 493","2H(a,d)4He","NRA","C1345002",958.0,2927.0,"",mb,25,33
1466,h2a,h2aa0f,2009-09-14T00:00:00,2H,1002,a,1993,A.J.Kellock,"A.J.Kellock and J.E.E.Baglin Nucl.Instrum.Methods B79 (1993) 493","2H(a,d)4He","NRA","C1345002",956.0,2930.0,"",mb,30,32
1467,h2a,h2aa0g,2009-09-14T00:00:00,2H,1002,a,1993,A.J.Kellock,"A.J.Kellock and J.E.E.Baglin Nucl.Instrum.Methods B79 (1993) 493","2H(a,d)4He","NRA","C1345002",981.0,2867.0,"",mb,35,31
1468,h2a,h2aa0h,2009-09-14T00:00:00,2H,1002,a,1993,A.J.Kellock,"A.J.Kellock and J.E.E.Baglin Nucl.Instrum.Methods B79 (1993) 493","2H(a,d)4He","NRA","",984.0,2871.0,"",mb,40,31
1469,h2a,h2aa0i,2009-09-14T00:00:00,2H,1002,a,1993,V.Quillet,"V. Quillet et al., Nucl. Instr. Meth. B83 (1993) 47","2H(a,d)4He","NRA","",1003.0,2500.0,"",mb,10,500
1470,h2a,h2aa0j,2009-09-14T00:00:00,2H,1002,a,1993,V.Quillet,"V. Quillet et al., Nucl. Instr. Meth. B83 (1993) 47","2H(a,d)4He","NRA","",1003.0,2500.0,"",mb,20,500
1471,h2a,h2aa0k,2009-09-14T00:00:00,2H,1002,a,1993,V.Quillet,"V. Quillet et al., Nucl. Instr. Meth. B83 (1993) 47","2H(a,d)4He","NRA","",1003.0,2500.0,"",mb,30,500
1472,h2a,h2aa0l,2009-09-14T00:00:00,2H,1002,a,2004,J.F.Browning,"J.F.Browning et al., Nucl. Instr. Meth. B219-220 (2004) 317","2H(a,d)4He","NRA","C1356003",9000.0,11000.0,"",mb,30,18
1473,h2a,h2ad$1,2011-09-08T17:36:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",1001.0,2018.0,"",mb,35,9
1474,h2a,h2ad$2,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",904.3,1908.0,"",mb,30,9
1475,h2a,h2ad$3,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",904.8,2013.0,"",mb,25,12
1476,h2a,h2ad$4,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",803.7,2012.0,"",mb,20,12
1477,h2a,h2ad$5,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",803.9,2016.0,"",mb,15,10
1478,h2a,h2ad$6,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",808.7,2015.0,"",mb,10,13
1479,h2a,h2ad$7,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",804.0,2024.0,"",mb,5,13
1480,h2a,h2ad$8,2011-09-08T17:37:00,2H,1002,a,1986,F.Besenbacher,"F.Besenbacher+(1986), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.15, p.459","2H(a,d)4He","NRA","A1213002",804.0,2018.0,"",mb,0,15
1481,h2h,h2hp0a,2006-06-23T00:00:00,2H,1002,3He,1978,J.W.Mayer,"J.W.Mayer and E.Rimini Ion Beam Handbook for Material Analysis, Pergamon N.Y. (1978) 126","2H(3He,p0)4He","NRA","",359.0,1383.2,"",mb,86,18
1482,h2h,h2hp0b,2006-06-23T00:00:00,2H,1002,3He,1980,W.Moller,"W.Moller and F.Besenbacher, Nucl.Instr.Meth., 168(1980), 11","2H(3He,p0)4He","NRA","",214.0,2156.0,"",tot,360,19
1483,h2h,h2hp0c,2006-06-23T00:00:00,2H,1002,3He,1952,T.W.Bonner,"T.W.Bonner, J.P.Conner and A.B.Lillie, Phys.Rev., 88(1952), 473","2H(3He,p0)4He","NRA","",284.0,2393.0,"",tot,360,19
1484,h2h,h2hp0f,2006-06-23T00:00:00,2H,1002,3He,2005,V.Kh.Alimov,"V.Kh.Alimov, M.Mayer, J. Roth, Nucl. Instr. Meth. B234 (2005) 169","2H(3He,p0)4He","NRA","",550.0,6000.0,"",mb,135,24
1485,h2p,h2pp0$1,2011-09-08T09:48:00,2H,1002,p,2009,W.Ding,"W.Ding+(2009), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.2341","2H(p,p0)2H","EBS","D0572002",1824.0,3225.0,"",mb,165,8
1486,h2p,h2pp0$2,2011-09-08T09:48:00,2H,1002,p,2009,W.Ding,"W.Ding+(2009), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.2341","2H(p,p0)2H","EBS","D0572002",1824.0,3225.0,"",mb,155,8
1487,h2p,h2pp0$3,2011-09-08T17:33:00,2H,1002,p,2007,D.J.Desimone,"D.J.Desimone+(2007), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.261, p.405","2H(p,p0)2H","EBS","C1574002",1900.0,3000.0,"",mb,151,12
1488,h2p,h2pp0$4,2011-09-08T17:33:00,2H,1002,p,2007,D.J.Desimone,"D.J.Desimone+(2007), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.261, p.405","2H(p,p0)2H","EBS","C1574003",1900.0,3000.0,"",mb,167,12
1489,h2p,h2pp0a,2006-06-23T00:00:00,2H,1002,p,1976,Langley,"Langley, R.A. (1976) in Proc. Int. Conf. on Radiation Effect and Tritium Technology for Fusion Reactors, vol IV, (J.S. Walson and F.W. Wiffen, eds.), p.158. Conf. 750989, US Dept. of Commerce, Springfield, V","2H(p,p0)2H","EBS","",2005.0,2785.0,"",rr,151,9
1490,h3a,h3aa0a,2006-06-23T00:00:00,3H,1003,a,2004,J.F.Browning,"J.F.Browning et al., Nucl. Instr. Meth. B219-220 (2004) 317","3H(a,a)3H","EBS","C1356004",9000.0,11000.0,"",mb,30,17
1491,h3p,h3pp0a,2006-06-23T00:00:00,3H,1003,p,1976,Langley,"Langley, R.A. (1976) in Proc. Int. Conf. on Radiation Effect and Tritium Technology for Fusion Reactors, vol IV, (J.S. Walson and F.W. Wiffen, eds.), p.158. Conf. 750989, US Dept. of Commerce, Springfield, VA, USA.","3H(p,p0)3H","EBS","",2744.0,3490.0,"",rr,163.2,4
1492,he3d,he3dp0a,2006-06-23T00:00:00,3He,2003,d,1978,C.J.Altstetter,"C.J.Altstetter  Nucl. Instrum. Methods 149 (1978) 61","3He(d,p0)4He","NRA","",20.0,1600.0,"",mb,86,73
1493,he3d,he3dp0b,2006-06-23T00:00:00,3He,2003,d,1953,J.L.Yarnell,"J.L.Yarnell, R.H.Lovberg, W.R.Stratton Phys.Rev. 90 (1953) 292","3He(d,p0)4He","NRA","",240.6,924.3,"",mb,86,18
1494,he3d,he3dp0c,2006-06-23T00:00:00,3He,2003,d,1952,T.W.Bonner,"T.W.Bonner, J.P.Conner and A.B.Lillie, Phys.Rev., 88(1952), 473","3He(d,p)4He","NRA","A1064004",189.0,1596.0,"",tot,360,19
1495,he3p,he3pp0a,2006-06-23T00:00:00,3He,2003,p,1976,Langley,"Langley, R.A. (1976) in Proc. Int. Conf. on Radiation Effect and Tritium Technology for Fusion Reactors, vol IV, (J.S. Walson and F.W. Wiffen, eds.),  p.158. Conf. 750989, US Dept. of Commerce, Springfield, VA, USA.","3He(p,p0)3He","EBS","",1520.0,2863.0,"",rr,159.2,12
1496,he4p,he4pp0a,2006-06-23T00:00:00,4He,2004,p,1976,Langley,"Langley, R.A. (1976) in Proc. Int. Conf. on Radiation Effect and Tritium Technology for Fusion Reactors, vol IV, (J.S. Walson and F.W. Wiffen, eds.), p.158. Conf. 750989, US Dept. of Commerce, Springfield, VA, USA.","4He(p,p0)4He","EBS","",1690.0,3494.0,"",rr,161.4,8
1497,k9a,k9aa0a,2006-06-23T00:00:00,39K,19039,a,1983,Frekers,"Frekers, D., Santo, R. and Langke, K. Nucl. Phys. A394 (1983) 189.","39K(a,a0)39K","EBS","",6015.0,7930.0,"",rr,175.5,127
1498,k9a,k9aa0b,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6013.6,7925.0,"",rr,105.53,215
1499,k9a,k9aa0c,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6009.6,7921.4,"",rr,115.49,245
1500,k9a,k9aa0d,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6014.9004,7925.4,"",rr,125.51,236
1501,k9a,k9aa0e,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6008.6,7933.5,"",rr,135.47,249
1502,k9a,k9aa0f,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6012.8003,7924.3003,"",rr,145.46,275
1503,k9a,k9aa0g,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6011.2,7920.6,"",rr,155.46,302
1504,k9a,k9aa0h,2010-07-16T00:00:00,39K,19039,a,1983,D.Frekers,"D.Frekers et al. Nuclear Physics A v.394 (1983) 189","39K(a,a0)39K","EBS","F1042008",6015.9,7928.9,"",rr,165.53,288
1505,k9d,k9da0a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a0)37Ar","NRA","F1109002",4548.6,5317.6997,"",mb,120,78
1506,k9d,k9da1a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a1)37Ar","NRA","F1109003",4547.0,5317.0,"",mb,120,78
1507,k9d,k9da2a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a2)37Ar","NRA","F1109004",4546.4,5314.7,"",mb,120,78
1508,k9d,k9da3a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a3)37Ar","NRA","F1109004",4546.8003,5319.3003,"",mb,120,78
1509,k9d,k9da4a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a4)37Ar","NRA","F1109002",4543.7,5317.0,"",mb,120,78
1510,k9d,k9da5a,2010-05-24T00:00:00,39K,19039,d,1968,W.J.Naude,"W.J.Naude et al. Nuclear Physics A v.114 (1968) 551","39K(d,a5)37Ar","NRA","F1109004",4544.8,5317.1,"",mb,120,78
1511,k9d,k9dnga,2011-07-07T00:00:00,39K,19039,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","39K(d,ng2-1)40Ca","PIGE,NRA","O0875030",1800.0,3400.0,"3737",yield,135,15
1512,k9d,k9dpga,2011-07-07T00:00:00,39K,19039,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","39K(d,pg2-1)40K","PIGE,NRA","O0875014",1800.0,3400.0,"770",yield,135,15
1513,k9d,k9dpgb,2011-07-07T00:00:00,39K,19039,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","39K(d,pg7-1)40K","PIGE,NRA","O0875014",1800.0,3400.0,"2070+2074",yield,135,15
1514,k9p,k9pa0a,2009-11-19T00:00:00,39K,19039,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","39K(p,a0)36Ar","NRA","D0611003",3997.0,4972.0,"",mb,140,40
1515,k9p,k9pa0b,2009-11-19T00:00:00,39K,19039,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","39K(p,a0)36Ar","NRA","D0611003",3972.0,4972.0,"",mb,150,41
1516,k9p,k9pa0c,2009-11-19T00:00:00,39K,19039,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","39K(p,a0)36Ar","NRA","D0611003",3972.0,4972.0,"",mb,160,41
1517,k9p,k9pa0d,2009-11-19T00:00:00,39K,19039,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","39K(p,a0)36Ar","NRA","D0611003",3972.0,4972.0,"",mb,170,41
1518,k9p,k9pp0j,2010-01-12T00:00:00,39K,19039,p,1968,S.S.Vasilyev,"S.S.Vasilyev et al. Izvestiya Akademii Nauk v.32 (1968) 2013","39K(p,p0)39K","EBS","",6282.1,6730.1,"",ru,90,46
1519,k9p,k9pp1a,2010-01-12T00:00:00,39K,19039,p,1968,S.S.Vasilyev,"S.S.Vasilyev et al. Izvestiya Akademii Nauk v.32 (1968) 2013","39K(p,p1)39K","NRA","",6278.6,6723.5,"",ru,90,45
1520,k9p,k9pp4a,2010-01-12T00:00:00,39K,19039,p,1968,S.S.Vasilyev,"S.S.Vasilyev et al. Izvestiya Akademii Nauk v.32 (1968) 2013","39K(p,p4)39K","NRA","",6279.6,6733.3003,"",ru,90,46
1521,knp,knpp0a,2009-11-19T00:00:00,natK,19000,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","natK(p,p0)natK","EBS","D0611002",2996.0,4997.0,"",mb,140,81
1522,knp,knpp0b,2009-11-19T00:00:00,natK,19000,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","natK(p,p0)natK","EBS","D0611002",2996.0,4997.0,"",mb,150,81
1523,knp,knpp0c,2009-11-19T00:00:00,natK,19000,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","natK(p,p0)natK","EBS","D0611002",2996.0,4997.0,"",mb,160,81
1524,knp,knpp0d,2009-11-19T00:00:00,natK,19000,p,0,M.Kokkoris,"M.Kokkoris, A.Tsaris, A.Lagoyannis, D.Sokaras, P.Misaelides, S.Harissopulos, C.T.Papadopoulos, R.Vlastou , submitted to NIM B","natK(p,p0)natK","EBS","D0611002",2996.0,4997.0,"",mb,170,80
1525,knp,knpp0i,2009-11-19T00:00:00,natK,19000,p,1970,R.J.De Meijer,"R.J.De Meijer et al. Nuclear Physics A v.155 (1970) 109","natK(p,p0)natK","EBS","",1731.4,3229.1,"",mb,168,946
1526,li6a,li6aa0$1,2011-09-15T15:50:00,6Li,3006,a,1971,M.Balakrishnan,"M.Balakrishnan+(1971), Jour. Nuovo Cimento A, Vol.1, Issue.2, p.205","6Li(a,a0)6Li","EBS","A1515002",3260.0,5006.0,"",mb,100,195
1527,li6a,li6aa0$2,2011-09-15T15:51:00,6Li,3006,a,1967,V.Meyer,"V.Meyer+(1967), Jour. Nuclear Physics, Section A, Vol.101, p.321","6Li(a,a0)6Li","EBS","F0788003",3294.9,3730.7,"",mb,120.1,21
1528,li6a,li6aa0$3,2011-09-15T15:51:00,6Li,3006,a,1967,V.Meyer,"V.Meyer+(1967), Jour. Nuclear Physics, Section A, Vol.101, p.321","6Li(a,a0)6Li","EBS","F0788003",2760.9,2800.4,"",mb,110,19
1529,li6a,li6aa0$4,2011-09-15T15:51:00,6Li,3006,a,1967,V.Meyer,"V.Meyer+(1967), Jour. Nuclear Physics, Section A, Vol.101, p.321","6Li(a,a0)6Li","EBS","F0788003",2760.9,3730.8,"",mb,100,38
1530,li6a,li6aa0a,2006-06-23T00:00:00,6Li,3006,a,1972,Bohlen,"Bohlen, H., Marquardt, N. and Von Oertzen, W. Nucl. Phys. A179 (1972) 504.","6Li(a,a0)6Li","EBS","A1505002",2512.0,4489.0,"",rr,112,21
1531,li6a,li6aa0b,2009-01-15T00:00:00,6Li,3006,a,1962,G.Dearnaley,"G.Dearnaley et al. Nuclear Physics  v.36 (1962) 71","6Li(a,a0)6Li","EBS","",1881.1001,2814.2,"",ru,56.3,98
1532,li6a,li6aa0c,2008-12-08T00:00:00,6Li,3006,a,1962,G.Dearnaley,"G.Dearnaley et al. Nuclear Physics  v.36 (1962) 71","6Li(a,a0)6Li","EBS","",976.6,1527.1,"",ru,71,23
1533,li6a,li6aa0d,2008-12-17T00:00:00,6Li,3006,a,1962,G.Dearnaley,"G.Dearnaley et al. Nuclear Physics  v.36 (1962) 71","6Li(a,a0)6Li","EBS","",977.0,1452.5,"",ru,75.8,19
1534,li6a,li6ad0a,2013-06-19T11:53:33,6Li,3006,a,1963,H.R.Blieden,"H.R.Blieden+(1963), Jour. Nuclear Physics, Vol.49, p.209","6Li(a,d0)8Be","NRA","F0167013",9502.0,11400.0,"",mb,20,26
1535,li6d,li6da$1,2011-09-15T15:35:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",118.0,975.0,"",mb,165,13
1536,li6d,li6da$10,2011-09-15T15:35:00,6Li,3006,d,1969,J.M.Delbrouck-Habaru,"J.M.Delbrouck-Habaru+(1969), Jour. Bull.Societe Royale des Sciences de Liege, Vol.38, p.240","6Li(d,a0)4He","NRA","A1529002",198.8,2000.0,"",mb,154,21
1537,li6d,li6da$11,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",300.0,1000.0,"",mb,158.4,8
1538,li6d,li6da$12,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",300.0,800.0,"",mb,147.8,6
1539,li6d,li6da$13,2011-09-15T15:36:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",400.0,1000.0,"",mb,137.6,7
1540,li6d,li6da$14,2011-09-15T15:36:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",300.0,1000.0,"",mb,127.2,8
1541,li6d,li6da$15,2011-09-15T15:36:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",300.0,1000.0,"",mb,117.1,8
1542,li6d,li6da$16,2011-09-15T15:36:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",300.0,1000.0,"",mb,107.2,8
1543,li6d,li6da$17,2011-09-15T15:36:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,a0)4He","NRA","A1513002",500.0,1000.0,"",mb,97.5,6
1544,li6d,li6da$18,2011-09-15T15:36:00,6Li,3006,d,1966,G.Bruno,"G.Bruno+(1966), Jour. Journal de Physique, Vol.27, p.517","6Li(d,a0)4He","NRA","A1360002",1000.0,2005.0,"",mb,90,23
1545,li6d,li6da$19,2011-09-15T15:37:00,6Li,3006,d,1965,G.Robaye,"G.Robaye+(1965), Jour. Bull.Societe Royale des Sciences de Liege, Vol.34, p.324","6Li(d,a0)4He","NRA","A1423002",334.8,1595.0,"",mb,90,23
1546,li6d,li6da$2,2011-09-15T15:37:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",179.0,975.0,"",mb,155.6,10
1547,li6d,li6da$20,2011-09-15T15:37:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,a0)4He","NRA","A1385002",1848.0,4947.0,"",mb,90,17
1548,li6d,li6da$21,2011-09-15T15:37:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,a0)4He","NRA","A1385003",1799.0,4988.0,"",mb,145,17
1549,li6d,li6da$22,2011-09-15T15:37:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,a0)4He","NRA","A1385003",1797.0,4852.0,"",mb,120,16
